x,y,z,vx,vy,vz
185.02301,1215.001709,868.285645,0.105803,-0.324427,-11.693387
165.188019,1219.500244,1003.047363,-3.055325,0.533584,-4.721828
160.683441,1226.499268,1129.590942,-3.782404,1.492708,0.156774
157.740051,1228.570312,1244.450195,-4.587648,1.893681,3.37569
149.575668,1233.008057,1370.411743,-6.242308,3.079473,9.295424
136.75972,1245.102539,1490.307251,-8.416103,4.530302,14.392178
146.237732,1308.735596,93.760056,-7.241949,-1.188886,15.648635
151.27417,1303.530762,164.560745,-6.041365,-1.950639,12.4866
167.825989,1295.058472,238.01178,-3.012876,-3.315124,9.565605
198.533539,1277.127563,321.069336,1.973761,-6.393131,7.298901
223.394211,1254.987915,384.130646,6.273561,-9.42597,2.150188
241.217773,1257.039917,428.589111,9.173598,-10.133769,-5.414804
240.356888,1271.102905,491.259644,10.28053,-8.94783,-11.622706
230.627365,1288.360352,583.147522,8.546781,-5.331624,-13.556253
220.564682,1304.647949,678.991821,6.14995,-2.317079,-13.175658
208.002228,1312.796753,768.705627,3.781649,-0.552439,-13.173763
196.569733,1316.015869,870.892639,1.631376,0.263042,-11.141024
182.099854,1318.136719,1003.223938,-0.765724,0.586842,-4.646016
174.631485,1312.329224,1125.614502,-1.563599,0.143031,-0.227535
168.649643,1309.339355,1240.046143,-2.579122,-0.128564,3.100833
160.510681,1309.027832,1376.489258,-4.403327,-0.309653,10.396615
148.707794,1310.05249,0.870734,-6.661344,-0.496443,16.045033
166.229172,1371.860596,80.19278,-4.199965,-6.351546,13.589094
166.076828,1359.307739,154.5858,-4.156566,-7.850878,11.309249
170.556534,1352.486084,233.854126,-2.730983,-9.288566,8.312552
187.576843,1348.860352,309.44458,0.314625,-10.988703,5.041212
212.608673,1336.164185,373.759521,4.42652,-13.226821,0.422461
227.015717,1339.41333,439.634949,6.991257,-12.309595,-5.151963
224.756897,1367.338013,515.934998,6.707258,-8.410898,-8.379333
218.867783,1390.150024,600.432983,5.427268,-4.507363,-9.812143
213.31221,1402.780396,688.234253,4.24829,-1.726894,-10.958483
209.021713,1411.70752,773.866333,3.348257,0.027715,-11.919106
206.079239,1413.890625,872.335876,2.651594,0.794772,-10.683075
195.131149,1409.440063,999.846375,1.026139,0.37163,-5.096208
183.435135,1406.243408,1121.464722,-0.228583,-0.240973,-0.725186
179.807907,1405.840088,1239.640137,-0.692777,-0.509834,2.675896
171.651947,1398.605347,1371.58606,-2.266098,-1.985728,9.123255
165.76857,1386.05127,1490.697144,-3.669328,-4.287596,13.674608
271.015015,1459.759033,56.912445,-1.51412,-6.903524,9.975309
264.266815,1445.25769,141.236374,-2.648216,-9.420062,9.077783
265.161011,1437.934082,234.607773,-2.857138,-11.371251,8.210051
267.681915,1426.569336,322.133606,-2.093878,-13.492874,6.716794
281.473511,1417.289673,393.779602,0.168336,-15.339431,3.278538
302.227173,1424.365112,462.320404,3.440188,-14.337172,-1.271803
307.189514,1448.526855,536.020813,4.518915,-9.807209,-4.991764
303.773712,1469.248901,613.773254,4.235951,-5.828974,-7.219007
301.634827,1488.458984,703.229553,3.765795,-2.449199,-8.518074
309.157806,1500.717529,788.325195,4.522209,-0.292231,-9.90582
320.78775,10.800938,874.485657,5.894718,1.361815,-10.081888
327.762421,18.762501,986.298645,6.675162,2.302937,-7.252563
317.180573,12.387916,1109.981323,5.197772,1.342695,-2.435093
305.952332,6.309602,1227.965332,3.971696,0.651259,1.075437
295.67395,1497.369995,1348.180664,2.460818,-0.994051,5.024231
282.617035,1479.874268,1464.633667,0.305241,-3.849435,8.991194
284.367462,53.329796,41.064331,0.314102,-6.488684,7.06419
274.822693,41.402489,132.562866,-1.181296,-8.893197,6.968517
271.823975,34.562283,223.881134,-1.878922,-10.46083,6.444924
267.066467,23.267084,311.312073,-2.292424,-12.135676,5.398608
268.919983,16.867079,396.497101,-1.614238,-13.052142,3.472698
283.384674,33.524887,481.356079,0.431839,-10.586872,1.676659
291.871643,61.174644,559.077515,1.613496,-5.850937,-0.695078
291.306824,82.214226,635.008118,1.521197,-1.953513,-3.772629
289.342133,94.993477,715.187134,1.460569,-0.048173,-6.499939
297.254822,97.973732,795.169556,2.458351,0.693161,-8.540061
310.216309,105.755203,886.921631,4.144179,1.810782,-8.725085
321.320496,113.803413,989.348022,5.612002,2.632405,-7.001009
320.717957,108.309227,1101.415405,5.749198,1.709463,-3.554139
314.791443,98.211288,1219.75708,5.080914,0.318709,0.00939
308.882111,90.650894,1331.930786,4.317721,-0.723093,2.478301
297.23642,73.379959,1443.273804,2.343545,-3.315229,5.566335
285.325928,158.898117,24.614536,0.563318,-4.665436,4.423059
268.308655,149.790665,122.669899,-1.856394,-6.266873,5.098506
260.66214,140.613052,217.112549,-3.140688,-7.74116,5.195534
251.471283,135.598984,305.953064,-4.311804,-8.567197,4.804702
250.776886,139.540741,404.202301,-4.470618,-7.914297,4.780885
270.714264,154.915543,505.849091,-2.113786,-5.544119,5.122784
281.259033,173.255203,582.291809,-0.54183,-2.650708,2.991745
280.452911,192.93248,647.528137,-0.329389,0.678727,-1.472772
277.981232,199.922165,719.76886,-0.537724,1.978161,-5.546745
283.64389,203.143555,799.07959,-0.016003,2.62004,-7.773464
291.768158,206.216003,891.252686,1.360366,3.196004,-8.118615
305.687744,208.945999,990.266479,3.476425,3.09847,-7.279625
318.335419,201.789124,1092.447998,5.145658,1.381932,-5.112154
317.263641,184.045578,1209.858887,5.106158,-0.995248,-1.317643
310.453705,178.136627,1323.911987,4.285917,-1.641847,1.227834
300.54068,169.481537,1426.464844,2.78457,-3.002208,3.095523
281.002319,259.795898,22.646793,0.044438,-4.026901,3.750332
259.870544,258.185455,115.067268,-2.966331,-4.294915,4.085731
250.175568,255.05571,209.308502,-4.669364,-4.572363,4.222562
240.581207,252.451202,309.627014,-5.919709,-4.921325,5.022296
240.509781,259.68689,414.385071,-5.962142,-4.128011,6.270924
259.647827,264.600494,514.202332,-3.852179,-2.97479,7.021849
268.638733,271.214447,595.656067,-2.57116,-1.471337,5.114352
267.447418,289.11676,662.552795,-2.539293,1.037544,0.768712
264.78183,299.660828,726.254822,-2.971035,3.090335,-4.239281
269.614929,302.538666,802.242859,-2.570507,3.821556,-7.168668
277.781464,305.709045,892.854309,-1.217531,3.902219,-8.154767
290.337463,298.943481,986.084473,0.932288,2.49947,-8.516352
296.5914,286.089233,1076.924316,2.288217,0.447246,-7.637243
296.321991,269.703552,1193.892578,2.32744,-2.085758,-3.487399
297.240875,263.312683,1317.989014,2.291569,-2.834549,0.487347
295.298706,258.798584,1423.329224,1.956949,-3.710516,2.407235
276.339844,348.043671,21.553185,-0.885048,-4.627326,3.635285
258.143402,348.929779,118.241226,-3.603954,-4.252322,4.416139
249.368561,357.913727,211.133942,-5.117324,-3.274963,4.57261
244.256226,360.157532,309.260376,-5.676229,-2.647017,5.050357
245.111023,359.705872,417.311279,-5.406057,-2.488641,6.83484
256.79184,362.123627,519.048462,-4.139376,-2.186618,8.113708
260.395935,364.022491,606.398132,-3.907505,-1.865529,6.72809
253.811386,368.566101,674.497681,-4.800268,-0.83735,2.7589
253.364365,387.208618,733.87085,-5.254281,1.952279,-2.522009
253.362595,393.641052,806.141479,-5.100935,2.802148,-6.686728
260.519135,391.627289,888.242188,-3.952308,1.718351,-9.358821
269.370941,375.000092,969.762512,-2.310651,-0.363278,-10.871027
277.388885,359.781036,1061.954346,-0.654499,-2.405772,-10.284142
283.947327,352.889832,1185.832886,0.316803,-3.585607,-4.893002
285.944244,351.192932,1314.961426,0.471711,-3.856929,0.026188
285.61145,348.698853,1423.220825,0.464501,-4.501719,2.012464
258.374146,441.031616,22.793047,-3.413406,-4.296904,4.049541
248.596466,447.273376,124.623154,-5.342026,-3.400787,5.282239
246.964539,453.476471,219.640793,-5.778932,-2.358224,5.718128
249.72319,461.712646,311.914276,-5.265386,-1.121939,5.802171
254.3078,463.688995,416.607758,-4.363264,-0.582714,6.828193
262.511749,460.562653,516.889893,-3.452205,-1.032446,7.580574
261.418152,452.7323,602.804016,-3.702675,-2.135481,6.690985
250.092331,448.178833,685.704041,-5.375944,-2.670633,4.180927
244.814758,460.900604,751.63501,-6.872045,-1.438698,-0.63081
239.034485,462.280823,807.828857,-7.06886,-1.84199,-6.857712
245.07486,450.036499,874.654541,-5.96577,-3.157366,-11.450063
255.983383,436.123749,951.471375,-4.199776,-4.693846,-13.20485
268.321533,432.467133,1053.982056,-2.201958,-5.506461,-11.338192
273.88858,438.940002,1186.00708,-1.129374,-4.742519,-4.790394
273.445679,440.962341,1313.542603,-1.167427,-4.538,-0.228577
270.71283,439.52536,1421.70105,-1.529258,-4.552657,1.765581
239.603409,543.961975,30.288633,-6.000108,-2.650652,5.037282
233.974792,550.933228,130.242645,-7.292213,-1.739313,6.367218
242.437241,556.084229,225.717667,-6.485314,-0.716546,6.779565
250.353683,566.715271,319.996674,-5.180085,0.691813,6.868895
256.451874,576.291016,416.455231,-4.113755,1.931109,6.988616
266.93219,567.664795,508.690765,-2.833034,1.000811,6.555527
268.59613,557.203064,593.091125,-2.406868,-0.482468,5.125876
259.547974,550.695129,680.213623,-3.669035,-1.851455,2.855757
249.452682,544.425415,746.010132,-5.418834,-3.227298,-2.211121
249.489578,535.423767,796.216064,-5.591263,-4.667496,-8.190635
250.839722,518.637268,861.774353,-5.484635,-6.217519,-12.464912
257.342834,510.145477,950.859863,-4.361928,-7.32605,-13.558908
266.576294,516.683838,1066.738159,-2.569933,-6.65715,-9.754723
269.226807,528.554565,1196.528931,-1.887065,-5.036914,-3.42383
266.668518,531.553284,1315.026245,-2.210892,-4.782865,0.019326
257.638214,539.481201,1422.950439,-3.460204,-3.546247,2.228896
237.341736,649.882446,35.05798,-6.714363,-0.550425,5.862967
232.747635,653.100891,137.956268,-7.586068,0.020345,7.328955
238.769196,672.256348,237.893616,-7.031085,2.415143,8.435296
242.748535,694.642456,334.109589,-6.296271,5.744281,8.581879
248.289978,706.149841,416.702972,-5.432471,7.561037,7.121274
264.470184,694.615845,497.660187,-3.411205,6.136534,5.203898
268.83548,678.10022,585.261719,-2.214239,3.396649,3.709826
264.314453,665.67218,672.912109,-2.613547,1.191931,1.351639
260.90686,652.986328,734.398926,-3.44738,-1.135592,-4.287675
257.404968,641.224609,781.63446,-4.054715,-2.782863,-9.873605
252.703995,627.773193,849.057739,-4.522801,-4.561995,-13.977513
253.712387,620.44873,948.934387,-4.266851,-5.550103,-13.657114
261.821106,620.099121,1072.454346,-3.107434,-5.06274,-8.561702
265.832855,626.939697,1201.262939,-2.578384,-3.778426,-2.666502
260.7146,630.922241,1323.839111,-3.17013,-3.321267,1.066856
247.37468,644.928528,1432.949585,-5.066109,-1.496563,3.865597
237.604156,760.78772,36.514275,-6.880179,1.611208,6.489545
232.08725,768.731018,152.926483,-7.866321,3.177805,9.473455
235.425171,792.5448,265.100677,-7.843826,7.023164,12.286005
235.078232,817.360413,352.115387,-7.899722,11.02599,11.410332
237.091446,829.563416,417.957886,-7.584786,13.068293,7.691866
250.711716,823.373535,482.360535,-5.916279,12.452395,3.046295
260.961456,801.574036,564.921875,-3.377482,8.597369,0.272549
266.986969,779.969666,654.740356,-2.098706,4.455433,-1.586673
268.174011,754.805298,721.458191,-2.365798,0.504816,-6.252555
261.475952,741.344971,772.464783,-3.211841,-1.334686,-11.153907
254.34288,734.838074,841.181335,-3.991987,-2.452764,-15.042187
254.099243,730.9375,943.720703,-4.090197,-2.867311,-14.185747
258.907257,733.62738,1075.206665,-3.373813,-2.182977,-7.8358
259.665741,741.618164,1208.347412,-3.344593,-0.97193,-1.664705
255.371689,745.374939,1333.299561,-3.943739,-0.67081,2.199792
242.919495,756.250427,1441.909668,-5.722016,0.693238,5.090238
232.559662,875.067627,47.050804,-7.520214,4.534896,8.375944
226.064056,888.268005,169.173996,-8.685444,7.036303,12.715005
227.13028,899.17865,286.614471,-8.907327,9.896455,16.133127
226.164307,916.134644,368.408905,-8.908414,12.921189,13.784902
229.438171,924.662842,421.556976,-8.542676,14.317336,8.270358
240.610733,921.454895,470.427856,-7.495779,14.530162,1.447663
254.867401,902.080872,544.273438,-4.339619,10.971992,-3.315685
263.860809,882.478271,629.028992,-2.413091,6.620799,-6.157007
269.56427,853.485352,697.683105,-1.86195,2.216065,-9.473893
264.726349,833.903625,760.721802,-2.396001,-0.773772,-13.156224
256.562317,828.838135,838.444214,-3.322525,-2.013244,-15.685143
259.003571,833.00531,947.156067,-3.312909,-1.51932,-13.561286
263.4505,843.712097,1083.067871,-2.792075,0.057475,-6.547853
256.763,850.961487,1212.205444,-3.553859,1.035106,-1.299841
251.682526,854.863159,1339.80896,-4.387888,1.407007,2.942145
240.828766,861.862732,1449.264282,-6.097514,2.576706,6.341909
233.825485,981.06781,62.517445,-7.503331,7.063899,10.902137
226.390594,990.478699,176.107468,-8.645204,9.018917,14.678426
226.344772,995.475342,295.244141,-8.616729,10.557097,18.373503
229.272217,1002.468079,375.551117,-8.020902,12.636289,15.379883
235.435211,1010.233093,423.711304,-7.156619,13.642524,8.62801
244.457077,1018.345032,463.363159,-5.620592,14.279227,0.36102
260.414917,1003.576538,527.338196,-2.840607,11.508463,-6.573961
270.025421,980.026917,605.087891,-1.167642,7.423131,-10.414176
274.003326,952.833374,673.229126,-0.861139,3.569128,-13.122261
272.211914,933.095703,746.831116,-0.987231,0.291085,-15.710995
262.889282,928.951355,839.253357,-2.031312,-0.904743,-16.105551
261.996552,936.974976,958.738708,-2.573578,-0.047321,-12.054196
263.88623,955.23175,1095.718628,-2.558869,2.326684,-4.792617
261.01767,963.803101,1218.362427,-2.998147,3.406673,-0.535706
254.544464,965.554199,1342.876953,-3.992824,4.055485,3.731529
241.636856,966.679138,1461.800415,-5.965279,4.857731,8.241899
238.557785,1083.401611,72.014252,-7.061327,8.68358,12.662475
234.503067,1091.005859,181.108994,-7.887991,10.007886,15.934046
236.516632,1089.342773,299.770538,-7.148088,10.50422,19.825495
241.480225,1093.99231,382.857147,-5.66186,11.532093,16.565765
252.739609,1099.998535,431.786713,-3.436315,11.561728,8.158751
269.738464,1104.465942,462.026825,-0.986701,11.685969,-0.918164
286.134888,1090.104004,509.3927,1.219423,10.060398,-8.700958
296.384277,1069.348511,579.397644,3.179407,7.127841,-14.232599
299.758728,1054.214111,650.387573,3.430343,4.308689,-17.121212
288.397827,1041.75354,735.05719,1.755036,1.692997,-18.278004
270.315247,1038.411255,841.975464,-0.750715,0.814431,-16.248486
264.270569,1046.835083,973.057312,-2.035858,1.91129,-9.941586
267.9422,1063.459595,1111.948975,-1.831864,4.454603,-2.558481
267.058228,1068.406006,1222.455322,-1.9795,5.121052,0.20842
264.338776,1075.766602,1340.780273,-2.623692,6.357191,4.106289
250.944977,1076.119751,1466.683838,-4.918718,7.187489,9.455032
238.234467,1182.478149,78.377022,-7.251096,9.141558,13.840813
236.872513,1186.448853,180.837067,-7.677032,9.643839,16.293856
243.694458,1180.118896,298.208618,-5.941109,8.271004,19.949287
253.326614,1171.125977,385.267029,-3.330655,6.880076,16.106411
269.106689,1165.634155,430.5336,-0.093817,5.764812,7.221989
295.763092,1159.713623,454.854553,2.685445,5.753283,-1.206057
314.934814,1149.176758,497.113098,5.312213,5.34069,-9.178141
328.890747,1136.765991,566.582764,8.555483,3.713628,-16.586437
332.481079,1134.633545,642.179321,8.910628,2.468502,-19.728508
313.820465,1138.01123,728.696045,6.115759,1.701029,-19.841463
284.177887,1135.386108,842.836914,1.523935,1.372111,-16.075876
267.912323,1143.007935,986.186951,-1.284089,2.662434,-7.812114
267.286987,1154.218628,1119.53894,-1.548548,4.478621,-1.291749
266.899963,1160.149414,1231.350586,-1.658067,5.02797,1.323799
266.213257,1172.196167,1348.700195,-2.13507,6.512648,5.536597
252.101791,1178.100708,1469.993408,-4.764649,7.834499,10.589876
241.225479,1261.290649,81.496017,-6.919081,6.387015,14.54708
236.822037,1262.240601,179.676498,-7.452315,5.758535,15.41888
245.41713,1248.697632,284.20636,-5.638641,3.142354,17.341511
260.325409,1223.744263,370.238617,-2.307411,-0.49522,14.346493
280.581635,1204.20105,418.433502,1.44067,-2.263586,6.333138
319.440308,1198.810425,446.609924,5.124549,-2.561118,-0.987323
340.087311,1197.471069,489.708069,8.828722,-2.689215,-9.275282
350.452698,1197.046387,562.675232,12.912182,-2.792067,-17.172647
349.629578,1205.430176,650.973511,12.56967,-1.854481,-19.222334
330.89624,1219.003784,738.166321,9.088511,0.007955,-18.963274
304.34906,1229.854004,846.253235,4.396872,1.345771,-15.476445
285.280457,1235.559082,994.39801,0.769083,2.398938,-6.335803
278.689972,1237.959717,1127.665649,-0.387674,3.012607,-0.221802
277.184998,1240.479858,1241.411621,-0.593543,3.477619,2.59691
273.270782,1245.347412,1357.959961,-1.430862,4.431674,6.990673
256.219147,1253.6521,1475.668823,-4.35965,5.596157,11.834944
252.620941,1322.857544,89.305946,-5.493971,0.857588,14.927993
246.17778,1315.121826,169.664871,-6.407511,-0.644301,13.633968
250.301422,1297.167236,255.101547,-5.47274,-3.103415,12.66825
263.194153,1275.013306,340.755035,-2.674597,-6.778281,10.998857
283.264191,1253.952026,406.272247,1.292212,-9.52969,5.179324
317.998505,1249.584961,446.63736,5.89098,-10.424959,-2.342987
337.332794,1262.223755,496.229279,9.036625,-9.982999,-9.198378
344.894257,1278.301147,577.819641,11.582459,-7.668406,-14.634047
340.291931,1294.672974,668.173401,10.654979,-4.528365,-15.610431
328.989563,1310.70166,754.886292,8.560896,-1.329531,-15.719013
319.380157,1326.083008,859.013184,6.273036,1.472444,-13.534004
306.310547,1331.382324,992.876038,3.709082,2.418389,-6.454164
298.819092,1322.395874,1123.594482,2.225257,1.4933,-0.414605
297.87674,1319.882446,1238.341797,2.037231,1.49551,2.605285
288.296509,1316.782837,1362.631836,0.498813,1.26234,7.846882
267.797546,1321.077393,1489.002075,-2.920145,1.50851,13.511651
262.113434,1380.991455,76.107986,-3.48045,-4.532938,12.737064
256.503235,1366.000366,153.775391,-4.595082,-6.307859,11.462198
256.125,1354.427979,242.210785,-4.480799,-8.6318,10.250352
264.652954,1344.157837,328.982758,-2.418728,-11.726728,8.215342
286.764648,1332.477417,397.449432,0.935465,-14.561289,3.769038
312.93808,1326.756836,452.358704,5.245376,-15.147696,-2.700239
322.03067,1351.863403,515.542419,7.084411,-11.835457,-7.875737
321.991455,1374.300171,595.913147,7.373435,-7.815304,-10.767591
319.925079,1388.753174,684.330444,6.822796,-4.255018,-11.986733
318.128113,1409.166626,771.454224,6.306718,-0.969447,-12.459141
321.921997,1421.873901,867.727966,6.520119,1.449649,-11.521811
320.575287,1423.14624,988.08197,5.895978,2.286934,-7.024347
312.316711,1414.568604,1115.135864,4.294756,0.987988,-1.56205
305.342255,1411.696289,1234.457764,3.504669,0.538444,2.007751
288.979095,1404.271118,1359.923584,1.252063,-0.771889,7.184345
271.246307,1395.406372,1483.083374,-1.620667,-2.514798,12.07285
373.361023,1471.995239,47.139599,-0.199888,-4.917351,8.204021
364.679657,1457.370361,138.355301,-1.92975,-7.273235,8.098956
360.876068,1450.37561,233.49736,-2.838233,-9.15329,7.96173
357.369171,1435.62915,323.706451,-3.036862,-11.854367,7.740021
363.880005,1416.57251,409.359192,-1.693625,-15.016714,5.853862
380.963318,1415.21875,479.210052,1.257083,-16.148998,1.454036
397.031616,1437.846436,541.075134,4.159032,-12.303498,-3.631061
402.575562,1457.378052,614.061462,5.310251,-8.71898,-7.02851
402.361298,1472.238647,705.5448,5.312357,-5.500923,-8.435081
403.6008,1489.818604,798.555481,5.526949,-2.512101,-8.728836
418.9935,2.231078,889.688293,7.066625,-0.3934,-8.393386
430.530884,10.971897,990.317566,8.262376,1.073632,-6.845984
428.006958,9.189435,1097.873657,8.087286,1.206767,-3.909877
419.829315,7.021012,1214.948242,7.091865,0.928694,-0.579041
408.912567,4.411136,1332.182617,5.586914,0.312764,2.556053
387.543579,1493.457764,1449.178833,2.412633,-1.935957,6.461601
386.068481,61.924717,29.213284,1.642714,-5.28305,5.171564
377.126465,46.513577,127.147804,0.032865,-7.945744,5.961617
373.071564,37.490452,220.719177,-0.716694,-9.57367,5.936291
368.430054,24.332586,307.048981,-1.257329,-11.532619,5.342184
368.953461,13.232693,403.620148,-0.826409,-13.612599,4.786291
381.241516,23.042776,495.350494,1.179847,-12.445732,3.347456
394.090576,50.000816,566.485596,2.956136,-8.319333,0.131252
398.437988,71.576195,631.256287,3.382917,-4.654726,-3.906499
389.579865,81.420296,714.890503,2.422327,-2.652134,-6.286199
392.622986,83.51693,808.693176,2.837087,-1.987629,-7.010205
404.444855,88.022942,900.075562,4.37275,-1.140921,-6.850033
411.5466,97.615341,995.252502,5.704224,0.321559,-5.920148
416.684204,104.246811,1099.715332,6.65043,0.98537,-3.576085
417.408997,101.378799,1214.10791,6.782682,0.464565,-0.726285
413.125519,96.750687,1322.501221,6.078779,-0.030742,0.958668
400.561646,82.187737,1428.958252,4.034872,-2.131785,3.194215
387.475403,158.325974,9.717174,1.919686,-4.647826,2.235779
377.305847,143.862732,115.005333,0.206689,-6.873052,3.820094
375.879425,134.178299,211.851974,-0.236362,-8.557033,4.426407
369.418182,126.702957,299.173706,-0.843196,-9.725654,4.100453
368.102264,132.212708,410.363647,-0.97206,-9.297401,5.431037
371.783569,145.407639,514.115173,-0.294277,-7.275156,6.039689
375.665314,157.675964,585.821289,0.142731,-5.035382,3.164611
382.204102,177.335342,645.530701,0.380326,-1.885947,-1.627258
372.198853,188.269821,719.189026,-0.836284,-0.383535,-5.441546
368.398712,184.782776,805.902649,-0.955687,-0.483184,-6.894095
377.37854,181.444824,902.659424,0.558284,-0.444202,-6.169449
391.897247,186.162079,1006.605469,3.141706,0.043362,-4.761035
409.644897,185.930618,1103.273438,5.570069,-0.833876,-3.517215
416.817169,176.340546,1206.926392,6.424118,-2.323223,-1.632004
413.75943,173.873703,1313.347656,5.845498,-2.47905,-0.148271
401.446899,169.484238,1412.786621,4.091459,-3.09466,0.882226
382.234131,255.86525,4.43405,1.228012,-4.652051,1.474311
368.295563,254.057877,103.838837,-0.803429,-4.967937,2.218061
367.477142,247.172745,202.697632,-1.305542,-5.668445,3.203758
363.188995,246.941986,304.015198,-1.731588,-5.760501,4.337039
363.748047,256.037994,420.45639,-1.777767,-4.627574,6.846392
365.583679,257.803284,519.938354,-1.564357,-3.955032,7.599939
363.32074,261.151947,597.750916,-1.944154,-3.040898,5.081304
362.891449,274.273804,660.311707,-2.481028,-1.18813,0.208745
356.296509,285.584778,722.254822,-3.491262,0.587983,-4.781199
350.500122,286.293152,802.592957,-3.745684,1.120464,-6.929446
356.083466,287.762329,901.501892,-2.652891,0.900787,-6.499892
370.425873,277.531372,998.957581,-0.155978,-0.922055,-6.247807
391.391541,262.014801,1090.284424,2.756937,-3.033549,-5.636285
405.143372,251.014969,1201.116211,4.471041,-4.749802,-2.542169
405.689575,250.366211,1316.52002,4.443585,-4.958617,0.221899
401.788452,252.099808,1413.664917,3.648909,-4.943016,0.820566
376.826599,339.530396,10.590594,0.351547,-5.879782,2.088284
366.472687,345.268921,107.436523,-1.209738,-5.206753,2.689604
361.369659,354.30191,204.307526,-2.012376,-4.03258,3.670785
361.093414,363.035034,307.035919,-2.021029,-2.495183,4.887522
362.919006,365.369019,421.350586,-1.805206,-1.768991,7.234447
364.033386,363.00766,521.234802,-1.841129,-1.981689,8.017277
358.170471,361.394867,601.968384,-2.761759,-2.182981,5.912858
350.643707,360.923187,669.043213,-3.984678,-1.916097,1.66972
344.814423,377.158661,731.093933,-5.354992,0.380388,-3.332481
340.726746,381.989594,806.392822,-5.88778,1.00789,-6.544789
342.622711,377.725616,894.510254,-5.323919,-0.219064,-8.09369
354.459259,358.628906,981.191284,-3.223469,-2.854095,-8.716065
373.966125,346.143616,1077.292358,-0.197954,-4.742056,-7.635202
389.183197,340.258453,1194.629028,2.055293,-5.599967,-3.575878
391.232025,336.671875,1314.822388,2.290883,-5.951102,0.04776
390.631805,334.69696,1418.28064,2.135687,-6.227698,1.285941
368.108704,426.941254,14.768651,-0.970838,-6.256232,2.533241
362.287628,435.85379,117.127197,-2.036488,-5.013976,4.06009
358.758331,449.632111,219.437241,-2.427218,-2.938353,5.729683
363.373901,466.063843,317.639221,-1.864279,-0.78083,6.663148
368.437042,470.481201,419.818939,-1.188289,0.120066,7.3534
366.162262,466.909485,515.975464,-1.244935,-0.253157,7.305173
363.600708,460.098633,596.588379,-1.679707,-0.970012,5.601901
358.867188,456.839813,675.616211,-2.809429,-1.476925,2.312644
341.454468,463.897003,742.147522,-5.897998,-0.847543,-2.309167
332.73172,462.79892,804.463684,-7.159199,-1.588845,-7.125593
331.701813,448.296997,879.371643,-6.77558,-3.489035,-10.335073
342.64975,432.162811,965.330444,-4.735964,-5.418952,-10.878272
363.038055,429.05777,1071.669312,-1.725499,-6.12196,-8.493756
378.638947,433.235107,1192.080444,0.347435,-5.551604,-3.762697
376.874054,432.991272,1311.463135,0.187102,-5.589914,-0.376692
374.876587,429.106323,1417.333252,0.181496,-6.011952,1.08428
358.221802,532.11792,18.35148,-2.347715,-4.340992,3.142469
353.060577,543.067261,130.817276,-3.322075,-2.843102,6.104778
358.38739,557.300293,234.443268,-2.678724,-0.876073,7.844995
365.458374,567.194702,327.105255,-1.734755,0.610798,7.942584
369.334961,574.531799,421.882294,-1.198503,1.534871,7.729049
369.966553,572.145691,512.302612,-0.956297,1.381403,7.081921
372.674683,565.646179,592.770386,-0.606451,0.655487,5.092871
373.647644,563.333618,671.71698,-0.611582,0.164056,1.389661
358.68689,557.910522,734.793457,-3.043562,-1.001569,-3.96829
348.227722,545.810852,791.420044,-4.43048,-2.867027,-9.014992
345.558197,526.384705,862.813965,-4.958741,-4.997479,-12.081657
350.450012,514.818176,960.576843,-3.887362,-6.644154,-11.661388
365.051819,519.748962,1080.93689,-1.481023,-6.31159,-7.42082
374.527863,529.069946,1199.185303,-0.184507,-5.222731,-2.934659
371.875183,530.193848,1309.696289,-0.506953,-5.095222,-0.604804
368.056793,530.581604,1411.351562,-0.857818,-4.833254,0.628923
352.700958,648.392456,28.033924,-3.218747,-1.090187,4.554348
348.769745,652.37915,142.542847,-4.095355,-0.384096,7.555768
357.317963,665.669495,245.017746,-3.191155,1.288519,9.270086
361.349243,681.221497,336.083618,-2.647686,3.405542,9.153162
359.585724,688.853882,424.104584,-2.603681,4.69414,8.053965
368.000214,684.890991,506.311127,-1.49912,4.30729,6.524363
377.086548,675.827698,587.422058,-0.120615,3.036489,4.317446
381.109741,668.298523,667.306396,0.479804,1.794628,0.443446
366.098145,659.767151,724.21405,-1.516131,0.132497,-5.54249
357.370392,645.269653,774.575195,-2.548461,-1.552902,-10.655728
356.150238,629.69043,848.204895,-2.96455,-3.422241,-14.010653
359.368225,623.217041,958.431946,-2.360151,-4.647322,-12.198103
371.776733,621.270447,1086.395874,-0.657699,-4.702848,-6.656695
377.878845,624.957825,1202.433716,0.065047,-4.054622,-2.448034
374.142822,628.121704,1312.273315,-0.244004,-3.657998,-0.146047
364.222961,637.815796,1420.119995,-1.351172,-2.465107,1.8453
349.467926,756.06488,30.190712,-3.710334,0.909105,5.102539
343.707367,759.065002,149.608963,-4.851486,1.781094,8.765726
340.465912,774.692627,263.499207,-5.433067,4.415435,11.692818
337.217499,794.434509,349.654633,-6.121017,7.503585,11.16023
334.9422,805.580078,425.997864,-6.246852,9.418704,8.533052
349.476715,804.083801,499.944946,-4.432173,9.099733,5.552222
368.91214,793.969421,576.986877,-1.45795,7.273171,2.692085
379.541382,777.258423,655.284912,0.479032,4.220797,-1.3975
370.572693,757.697693,712.911072,-0.608736,1.438151,-7.062628
361.999603,747.43866,764.550842,-1.530731,-0.136657,-11.944364
359.513794,740.906372,840.275208,-1.981766,-1.261237,-15.231884
