x,y,z,Unnamed: 3
95.857758,97.118576,840.453491,
95.955505,97.650246,930.759216,
95.873688,98.436485,1025.364624,
93.898247,95.842361,1124.558838,
92.900414,92.259712,1221.476318,
93.960365,89.922661,1318.791138,
93.84848,87.800247,1414.128906,
92.642273,186.278976,6.53749,
92.881264,186.800827,98.890289,
91.820595,186.941345,193.851715,
89.527748,186.256607,285.016754,
88.363434,187.000412,374.182159,
88.681358,188.665268,470.232758,
90.271202,190.56839,565.7547,
91.912247,189.705719,653.875366,
92.866402,191.005188,746.91217,
93.691315,191.026657,839.544434,
94.782593,189.479797,930.796814,
95.774872,190.343903,1026.245728,
94.56813,190.709442,1121.9646,
93.427444,189.871307,1219.696655,
93.791557,188.042831,1315.789795,
92.981514,186.180695,1413.431152,
94.029297,282.677368,6.37548,
93.665169,281.503387,97.79113,
91.129761,278.941833,192.32579,
90.355339,277.547668,284.79245,
90.363762,278.535309,375.826965,
89.80648,280.558167,472.421021,
89.037964,280.996063,565.849365,
90.596123,283.206726,654.894287,
92.378578,284.496338,747.760559,
92.755058,285.200439,838.943298,
93.928856,286.325195,931.141052,
94.982376,286.069366,1026.289429,
96.374229,284.424744,1121.602905,
95.148857,283.045258,1218.456177,
94.007446,282.242554,1315.045776,
93.136711,283.000854,1413.190796,
91.120102,375.914703,5.750356,
91.023613,375.53125,96.773064,
90.721077,374.435669,189.633575,
90.688667,372.295563,284.153534,
90.717499,372.298584,377.454773,
90.126022,373.059052,472.834198,
89.522026,374.421875,567.995239,
90.672562,376.347198,657.193237,
92.472748,377.95816,749.104614,
94.34507,379.432373,840.396545,
96.00975,379.962219,931.574097,
95.910576,379.603516,1024.621094,
95.412727,378.000061,1119.684814,
92.62294,376.907684,1216.863525,
92.378044,375.276154,1314.580933,
91.965958,375.349182,1414.10437,
88.060539,470.126068,5.169448,
87.954376,468.411621,95.910217,
89.06321,469.461914,189.350006,
88.775345,468.796661,282.418518,
88.254944,468.577728,378.219543,
89.628357,469.01651,473.466156,
91.348701,467.659027,568.319946,
92.003906,467.870819,658.394775,
93.624184,468.479462,749.680847,
95.854538,468.001312,841.063354,
97.457985,468.693024,931.887756,
95.189133,467.805817,1023.928894,
92.374649,468.126984,1119.284302,
89.705154,469.371307,1217.223267,
88.124802,471.461182,1314.025269,
88.792534,470.740997,1414.38269,
88.201958,561.035645,4.437273,
87.199829,564.007812,97.522079,
86.971588,565.464661,190.038132,
88.151115,566.21405,282.147308,
89.744011,565.796936,378.125366,
90.00573,563.394165,471.092377,
90.613663,561.316895,567.043213,
92.29158,561.060486,659.701599,
94.32592,562.495483,749.578064,
94.564545,561.233826,840.266724,
95.366364,558.987,930.733093,
92.605217,559.169739,1023.896667,
89.161842,560.595398,1120.971191,
88.018997,562.346375,1219.463867,
86.828369,562.598083,1314.870483,
88.334076,562.5578,1412.834961,
87.995911,655.445496,5.023192,
86.830872,655.234436,99.839973,
87.279846,657.132935,191.51181,
88.864319,660.296814,283.777802,
90.400635,660.708801,375.879059,
90.440369,660.229919,470.425537,
90.210159,659.321899,564.784729,
91.748093,656.596069,659.733826,
94.009598,655.908997,749.487671,
95.543228,653.304993,837.050781,
94.021233,653.985657,931.858765,
89.286797,656.038391,1025.188477,
86.504524,655.995605,1121.807007,
85.69072,655.020874,1218.931152,
86.251045,655.826111,1315.579468,
88.076469,656.154419,1411.840332,
88.409798,752.011292,4.355283,
87.851265,752.160583,99.742767,
87.973892,753.080688,194.618454,
90.164513,755.359253,286.243195,
92.095741,757.18158,376.668335,
92.640663,757.276489,469.690155,
93.151939,755.895569,562.909912,
92.625984,754.06134,657.098145,
93.62722,750.238342,747.063416,
95.230309,750.502686,837.438843,
92.779762,751.208557,933.087891,
87.425392,750.583435,1025.392944,
85.457458,750.061951,1120.371338,
83.558281,749.884033,1219.72876,
85.340561,751.023621,1316.711914,
88.657196,751.201721,1411.598389,
89.850517,846.582397,6.583138,
90.268158,848.239563,99.914978,
91.001053,848.32782,195.638306,
92.668945,848.646118,287.012604,
93.655693,848.338074,377.520813,
94.396446,849.638062,469.62265,
95.309433,848.531372,561.286072,
94.799232,846.169067,654.233521,
94.612885,844.461304,745.399841,
93.775085,844.699707,838.794312,
91.648727,844.755981,932.07605,
87.052673,843.742676,1024.866211,
84.45694,843.880554,1120.491943,
84.230309,844.395081,1219.779297,
86.421822,844.104492,1316.941406,
89.129616,844.796021,1412.543945,
91.566383,942.294312,7.647748,
92.232155,942.260132,100.596497,
93.403267,941.350891,194.983994,
94.708481,940.278992,287.103546,
95.810677,941.697693,378.058777,
95.473953,940.043213,468.988739,
96.025497,939.022095,559.560852,
96.4188,937.751953,652.358337,
95.513329,936.398987,745.065796,
92.740196,936.70575,839.023865,
89.666306,936.274658,931.42981,
86.336609,936.422791,1024.63208,
83.531609,937.855591,1121.929565,
85.203972,939.699646,1220.529053,
87.442032,940.451538,1317.115356,
89.973862,941.290039,1413.691406,
90.904747,1039.805176,7.497195,
91.473305,1037.965088,98.64164,
94.338989,1035.214111,193.018402,
97.446358,1034.883179,287.668152,
97.867577,1034.505005,377.728119,
97.241196,1033.412842,466.984497,
97.339478,1032.935547,559.896362,
96.687859,1032.447144,650.21106,
96.540169,1030.053345,744.12915,
92.79641,1029.597412,839.48999,
89.380058,1031.286499,932.251282,
86.905884,1033.649414,1026.324097,
84.947624,1034.773071,1123.355835,
87.190521,1035.993896,1222.154907,
87.347336,1037.980591,1318.064209,
88.843376,1039.405151,1415.310547,
89.808807,1132.491577,7.722755,
89.753845,1133.230835,96.232803,
93.112549,1130.670166,191.613663,
98.569855,1129.99231,287.523529,
99.096344,1128.360474,376.237305,
98.411606,1127.043823,466.267334,
98.083115,1125.519775,559.119629,
96.205589,1125.444336,649.768372,
94.700958,1125.385742,742.070496,
92.468811,1124.42334,839.944336,
90.17794,1124.344116,934.359619,
88.071274,1126.001709,1028.238525,
85.956917,1128.290527,1124.249878,
86.845917,1129.332153,1223.93103,
88.652901,1131.300415,1320.414307,
89.719124,1132.300659,1415.035034,
88.916771,1223.033081,8.995202,
89.076271,1223.026733,95.797432,
92.871597,1223.312378,189.367371,
97.755157,1219.44165,285.19989,
98.801506,1217.727417,375.120056,
98.449913,1218.058228,465.037872,
97.950096,1216.657959,557.537964,
96.950119,1215.660156,650.600586,
94.414528,1217.902466,743.266113,
92.903465,1219.156006,838.842712,
91.17112,1217.071533,933.147339,
87.957603,1216.411621,1030.755493,
87.124817,1219.051147,1126.55957,
87.726311,1219.682739,1223.894897,
88.084702,1219.033936,1321.937744,
89.119057,1221.3396,1416.654663,
89.04673,1310.232056,8.093319,
91.071587,1310.624512,97.723473,
93.878922,1312.227539,188.523499,
96.722054,1311.183228,281.600769,
99.128571,1309.7323,375.720978,
99.651108,1310.355713,465.626129,
97.89962,1311.395508,556.340576,
96.725456,1311.637817,651.119568,
95.377998,1312.711426,745.654114,
93.959114,1313.49231,838.822632,
92.907219,1312.94812,931.130127,
90.485847,1311.65271,1030.769775,
89.087372,1311.991211,1128.26416,
87.016685,1312.193237,1223.124023,
86.775558,1311.964111,1322.074341,
88.041916,1311.50354,1418.14209,
90.338699,1402.890137,6.936517,
91.376991,1401.300781,98.005951,
92.706726,1402.705078,190.362701,
94.45517,1405.061768,281.332062,
96.670311,1403.477295,373.855103,
96.992905,1402.480957,466.92218,
96.743538,1405.718628,559.025085,
95.926506,1408.325195,651.743652,
95.394112,1408.030151,745.841797,
94.476837,1408.221558,838.86969,
93.782791,1407.655884,930.15918,
92.222664,1406.748413,1030.343018,
90.12101,1405.734497,1128.040771,
87.498962,1406.003052,1223.508545,
88.131424,1406.295166,1321.728638,
88.944878,1404.815918,1416.051392,
186.97464,1496.683228,6.053072,
186.676025,1495.802856,97.669769,
186.020309,1495.177979,192.213547,
187.148468,1495.187378,283.626526,
189.545303,1495.695557,373.544342,
190.794296,1496.861084,468.046448,
190.711609,1497.324829,562.416016,
190.568573,1499.291504,653.149963,
189.79808,1501.432129,745.721558,
190.379166,0.429818,839.216858,
191.284454,1.828113,929.725952,
190.945053,2.427817,1026.854004,
188.901031,1.403844,1125.547363,
187.517944,0.647322,1222.753418,
186.064346,1500.72522,1320.531738,
186.074554,1498.474854,1415.656616,
187.438644,87.31601,5.260925,
186.919678,87.526352,97.479652,
185.637573,88.383308,192.020203,
184.60965,87.657394,283.586578,
186.9086,88.115143,375.191132,
188.791473,89.579849,469.761566,
187.653473,92.293365,563.124207,
186.442978,93.435318,655.178589,
187.99324,94.821968,747.208618,
188.705002,95.526047,840.005249,
189.005936,96.645256,931.920654,
191.432678,97.896576,1025.950684,
191.56749,95.430267,1122.618774,
190.199432,92.254349,1221.614746,
189.047119,90.978676,1318.47229,
188.053757,88.769798,1413.335815,
186.457993,185.706131,4.915425,
184.849731,185.744095,98.559471,
183.697937,185.142593,191.83905,
182.130997,185.294571,283.417603,
182.539886,185.767365,375.190582,
185.081726,186.011719,471.610626,
184.982544,187.4646,565.749695,
184.703461,189.215744,656.03894,
187.307068,190.47171,748.171753,
187.617661,189.832993,839.499268,
188.483932,189.20607,932.762451,
190.016846,190.452209,1027.188721,
190.972412,192.04509,1120.377441,
189.630524,190.222168,1218.943726,
189.850525,187.341263,1316.721558,
189.467087,185.758759,1411.732666,
183.705078,281.576782,5.471091,
182.613083,281.102753,96.609459,
182.10289,278.686737,190.68779,
181.130493,278.824066,285.09552,
181.813599,281.077515,376.447296,
183.388046,282.051361,471.615448,
183.733734,281.654846,566.295654,
185.158707,283.283173,658.226868,
186.707718,283.945343,748.219666,
187.141129,284.848816,839.281982,
188.258545,285.669434,932.772461,
190.254929,284.947662,1028.107422,
190.694778,284.424042,1121.251709,
188.122482,283.067993,1216.047974,
187.507217,281.007874,1314.666138,
187.089386,281.22876,1411.924072,
183.169296,373.164093,4.847041,
181.95932,372.912079,96.865265,
182.225525,374.080872,189.30954,
182.305893,372.263306,285.035919,
183.598755,371.705322,378.129303,
184.511917,373.39505,472.240417,
184.637589,375.444427,568.054504,
184.897873,376.379242,658.539246,
185.168365,376.858307,749.49823,
184.793686,379.962952,841.745972,
186.005615,380.901398,932.597046,
187.866333,379.348785,1025.803955,
188.584717,375.393921,1118.526001,
186.94725,373.568329,1214.571411,
186.191986,373.407562,1314.771606,
185.708099,373.882172,1412.172485,
181.545975,469.377594,3.4389,
180.764923,467.561096,96.696808,
181.596115,467.285431,189.84642,
182.421722,467.390656,282.981171,
184.00853,467.072754,378.865448,
184.172684,467.54248,474.046875,
183.383209,467.119659,568.568848,
183.349396,467.293854,659.374023,
184.750549,469.529205,751.382751,
185.28688,468.897278,842.877014,
186.042862,468.57489,931.94696,
187.373672,466.307098,1022.891479,
186.944214,466.075623,1117.205444,
184.960358,467.606201,1214.811279,
185.027481,468.060211,1314.567627,
184.712952,468.598877,1413.238159,
181.380753,561.776184,4.161051,
181.033264,564.022522,96.052177,
180.022552,564.325073,189.926254,
181.205307,565.997559,284.39505,
181.56424,566.255188,377.615875,
182.100937,562.761719,472.03006,
183.069031,560.607239,567.479858,
182.656418,560.990906,661.517395,
184.303375,561.66864,751.187134,
185.614655,560.104553,840.984802,
185.585831,557.872437,930.562622,
185.893555,557.150818,1021.808594,
185.878174,558.043335,1119.6073,
183.227295,560.517761,1216.937622,
182.669479,562.178955,1315.198853,
182.245224,561.993347,1413.25708,
180.855682,654.180176,4.685031,
180.404388,655.118103,98.8339,
179.358231,658.511169,191.830276,
181.19957,661.62677,286.410919,
182.606827,662.500366,376.072601,
182.558502,662.206238,469.952026,
183.484192,660.923035,565.936218,
183.128662,657.056274,660.168823,
182.749512,655.425659,751.189575,
185.083328,654.797302,838.77124,
185.680893,653.047058,929.261414,
184.75592,653.41925,1022.688293,
183.463409,653.876465,1120.029175,
180.731094,652.484558,1217.772339,
181.071594,653.976318,1316.805908,
181.57193,655.603577,1412.309204,
180.02507,752.246521,3.899866,
180.736832,752.608459,100.295746,
182.593765,754.843689,195.967514,
184.017303,757.980408,288.747101,
184.49025,758.514954,376.421295,
183.989731,758.744263,470.11618,
184.205795,757.237488,562.679199,
183.908813,754.708557,656.594421,
184.559891,751.22699,749.364197,
186.558426,749.540649,838.28241,
185.095871,750.156128,928.609619,
182.636719,748.995789,1022.877319,
181.110062,748.28418,1118.973022,
179.785706,748.948853,1217.979492,
179.760468,751.026306,1319.831421,
180.998901,751.904053,1412.082642,
181.1371,849.012085,5.533747,
181.033081,850.34375,101.078941,
183.449631,850.544556,197.751236,
185.963745,850.227051,288.896393,
186.571854,849.850403,376.642578,
184.491882,850.722717,469.653259,
183.636002,849.5802,561.265259,
184.297989,848.467651,654.574951,
185.629333,845.833435,745.768433,
185.845398,843.811096,838.171387,
183.858871,843.526245,928.640076,
181.221054,843.386108,1021.243225,
180.103287,843.362854,1120.099243,
179.924805,845.851562,1220.027466,
181.234116,846.066162,1320.126099,
182.957336,846.943726,1413.247681,
182.57782,942.563171,6.444401,
181.731064,941.793579,101.138382,
184.28241,941.813477,197.444397,
187.365082,941.897217,288.680481,
187.65097,943.304688,377.904816,
187.208267,943.698669,469.5849,
186.13559,942.35675,559.533508,
186.678543,940.045532,652.551697,
187.293472,938.095703,743.697205,
185.546997,936.128113,836.255554,
183.498856,935.635681,929.297791,
182.102356,937.470581,1021.991943,
182.093399,939.268555,1121.773804,
181.426559,941.412659,1221.546753,
182.297302,941.022949,1319.648071,
184.17984,941.136414,1415.218018,
181.265442,1038.315674,6.165673,
180.942703,1037.265137,100.128189,
184.554352,1036.224365,197.717743,
188.261765,1036.873047,289.583801,
189.816162,1037.514648,378.80188,
192.084839,1036.494019,468.044067,
190.295746,1034.328735,557.708984,
189.492325,1032.545288,650.296143,
189.120682,1030.845703,742.158936,
186.057541,1030.780151,835.657104,
184.13884,1031.990479,930.895996,
182.98616,1034.104736,1024.123535,
183.986313,1036.267944,1124.258057,
183.427429,1037.660889,1222.429932,
182.363358,1037.88855,1318.11792,
182.868896,1037.809814,1416.632568,
181.38414,1131.974243,6.765199,
182.016617,1132.484619,98.236526,
186.025314,1130.427002,196.890701,
188.835876,1129.663208,290.216278,
191.452011,1128.823975,377.751953,
193.117401,1126.616089,466.114471,
190.853378,1125.543823,556.298523,
189.964401,1125.199341,649.046936,
191.401184,1124.604492,741.823486,
189.517029,1125.951904,837.011658,
185.208099,1126.04541,931.618835,
182.450729,1126.407349,1026.241821,
183.905243,1127.807617,1124.835938,
184.145111,1128.552856,1224.291138,
181.900436,1131.648193,1319.779907,
181.222488,1131.930298,1415.810181,
180.583405,1222.287354,8.130375,
181.652847,1224.102905,98.893875,
186.345215,1223.568604,194.136002,
188.933975,1219.459229,288.40033,
192.19278,1218.307617,376.61554,
193.218918,1218.123047,464.291199,
192.037231,1216.920776,556.2901,
190.690643,1216.62793,648.791443,
190.970276,1217.812988,742.701355,
190.525421,1219.05542,837.941528,
187.341263,1218.387573,930.081421,
184.020157,1217.951904,1027.611938,
182.929413,1220.302002,1126.652954,
183.398621,1219.971924,1224.260498,
182.333298,1218.386963,1321.212158,
181.003204,1220.678345,1416.714233,
182.772247,1313.317261,9.054277,
183.264709,1312.648804,99.344276,
185.439224,1311.737061,191.814697,
189.469757,1310.366455,285.27417,
191.189041,1308.177124,377.044983,
192.215698,1309.547729,465.089966,
192.013596,1310.766724,554.757019,
190.813461,1311.208618,650.1026,
190.6409,1313.332397,744.690186,
189.803452,1314.084839,838.1828,
188.51149,1314.470337,929.952209,
187.256775,1314.660034,1028.025269,
184.419724,1312.930298,1126.451538,
183.86084,1311.846313,1222.560181,
183.376419,1312.893799,1321.985718,
182.461456,1312.998779,1418.410278,
185.893555,1404.926392,7.970513,
185.627731,1403.379272,98.060913,
186.016556,1403.673706,192.241837,
188.638412,1403.715088,283.772064,
189.894928,1401.728027,374.700958,
191.424438,1400.067627,467.320709,
191.599335,1404.852295,558.637329,
191.209274,1408.653076,651.214111,
190.945053,1408.513428,745.330566,
191.159332,1408.971436,838.535156,
190.920868,1408.765259,929.804382,
189.229889,1407.795532,1027.016968,
185.512085,1407.796509,1125.106323,
185.196838,1408.10498,1223.597534,
184.588181,1407.800293,1322.027222,
185.003128,1406.706787,1417.388306,
278.978912,1497.375977,4.904147,
278.185486,1496.312256,97.203247,
279.096893,1495.903076,193.076752,
279.731842,1494.368286,285.504578,
281.655914,1494.265137,376.301361,
283.77243,1494.817871,468.53656,
283.68454,1495.293213,562.252747,
283.011963,1496.893799,651.970093,
283.200989,1499.336304,746.220642,
284.841858,1500.304077,840.938599,
286.251801,0.642668,930.607239,
288.268585,3.446597,1026.496704,
287.441345,3.238939,1123.288574,
284.476501,1.534884,1220.670776,
282.61438,0.252055,1319.427246,
280.870026,1499.674927,1415.3125,
281.01413,88.819389,3.975053,
280.194946,88.723434,97.29007,
280.684937,88.281982,191.129776,
279.977081,86.236359,283.961456,
280.250092,85.510094,377.427032,
281.873596,87.565918,469.8815,
282.797852,89.903862,562.438904,
283.038086,91.061203,654.987061,
282.185638,93.99295,748.540344,
283.400604,94.272217,840.584656,
285.05722,94.759674,933.669678,
286.817322,95.951569,1027.848022,
287.181244,96.111427,1121.795044,
285.872284,95.033035,1219.602783,
284.124359,93.833084,1317.168213,
282.929596,90.908859,1412.426147,
281.953979,183.794418,2.515356,
279.812042,182.744308,96.979294,
278.720398,181.972046,190.61351,
277.18335,181.633148,282.352814,
277.901215,181.752029,378.070587,
281.854797,184.516571,474.0159,
282.352997,187.053223,564.279968,
281.634247,188.452942,656.217957,
280.739349,189.007721,749.556946,
282.462372,189.269623,840.657959,
283.314667,188.955444,933.351379,
284.516418,189.537979,1029.022217,
286.602295,190.372559,1121.418945,
287.065582,187.806168,1217.730469,
285.207031,186.566483,1316.275024,
283.875183,185.615356,1409.667358,
280.955597,280.019684,2.481343,
278.072021,279.980499,95.668182,
276.63559,278.408356,189.498947,
274.612518,278.821716,283.759521,
275.720978,281.020569,379.681213,
280.247925,280.146606,474.261322,
280.822418,280.183502,566.035767,
279.762451,282.883423,657.887268,
279.219147,283.038452,749.408386,
281.27121,282.946075,840.762451,
281.895782,283.746277,933.822144,
